movie_title,director_name,color,duration,actor_1_name,language,country,title_year
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Color,171,Christopher Lee,English,New Zealand,2001
Around the World in 80 Days,Frank Coraci,Color,120,Jim Broadbent,English,USA,2004
Ali,Michael Mann, Black and White,165,Will Smith,English,USA,2001
The Cat in the Hat,Bo Welch,Color,82,Sean Hayes,English,USA,2003
Kingdom of Heaven,Ridley Scott,Color,194,Liam Neeson,English,USA,2005
Stuart Little,Rob Minkoff,Color,84,Chazz Palminteri,English,Germany,1999
The Princess and the Frog,Ron Clements,Color,97,Oprah Winfrey,English,USA,2009
The Martian,Ridley Scott,Color,151,Matt Damon,English,USA,2015
The Island,Michael Bay,Color,136,Scarlett Johansson,English,USA,2005
Town & Country,Peter Chelsom,Color,104,Del Zamora,English,New Line,2001
Gone in Sixty Seconds,Dominic Sena,Color,127,Nicolas Cage,English,USA,2000
Gladiator,Ridley Scott,Color,171,Djimon Hounsou,English,USA,2000
Minority Report,Steven Spielberg,Color,145,Tom Cruise,English,USA,2002
Harry Potter and the Chamber of Secrets,Chris Columbus,Color,174,Daniel Radcliffe,English,UK,2002
Casino Royale,Martin Campbell, Black and White,144,Eva Green,English,UK,2006
Planet of the Apes,Tim Burton,Color,119,Cary-Hiroyuki Tagawa,English,USA,2001
Terminator 2: Judgment Day,James Cameron,Color,153,Joe Morton,English,USA,1991
Public Enemies,Michael Mann,Color,140,Johnny Depp,English,USA,2009
American Gangster,Ridley Scott,Color,176,Denzel Washington,English,USA,2007
True Lies,James Cameron,Color,141,Jamie Lee Curtis,English,USA,1994
The Taking of Pelham 1 2 3,Tony Scott,Color,106,Denzel Washington,English,USA,2009
Little Fockers,Paul Weitz,Color,98,Robert De Niro,English,USA,2010
The Other Guys,Adam McKay,Color,116,Dwayne Johnson,English,USA,2010
Eraser,Chuck Russell,Color,115,Vanessa Williams,English,USA,1996
Django Unchained,Quentin Tarantino,Color,165,Leonardo DiCaprio,English,USA,2012
The Hunchback of Notre Dame,Gary Trousdale,Color,91,Demi Moore,English,USA,1996
The Emperor's New Groove,Mark Dindal,Color,78,Eartha Kitt,English,USA,2000
The Expendables 2,Simon West,Color,103,Jason Statham,English,USA,2012
National Treasure,Jon Turteltaub,Color,131,Nicolas Cage,English,USA,2004
Eragon,Stefen Fangmeier, Black and White,104,Djimon Hounsou,English,USA,2006
Where the Wild Things Are,Spike Jonze,Color,101,Catherine O'Hara,English,Germany,2009
Pan,Joe Wright,Color,111,Hugh Jackman,English,USA,2015
Epic,Chris Wedge,Color,102,Josh Hutcherson,English,USA,2013
The Tourist,Florian Henckel von Donnersmarck,Color,103,Johnny Depp,English,USA,2010
End of Days,Peter Hyams,Color,121,CCH Pounder,English,USA,1999
Blood Diamond,Edward Zwick,Color,143,Leonardo DiCaprio,English,Germany,2006
The Wolf of Wall Street,Martin Scorsese,Color,240,Leonardo DiCaprio,English,USA,2013
Batman Forever,Joel Schumacher,Color,121,Michael Gough,English,USA,1995
Starship Troopers,Paul Verhoeven,Color,129,Jake Busey,English,USA,1997
Cloud Atlas,Tom Tykwer,Color,172,Tom Hanks,English,Germany,2012
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Color,101,Abbie Cornish,English,USA,2010
Catwoman,Pitof,Color,87,Frances Conroy,English,USA,2004
Hercules,Brett Ratner,Color,101,Dwayne Johnson,English,USA,2014
Treasure Planet,Ron Clements,Color,95,Joseph Gordon-Levitt,English,USA,2002
Land of the Lost,Brad Silberling,Color,102,Will Ferrell,English,USA,2009
The Expendables 3,Patrick Hughes,Color,131,Jason Statham,English,USA,2014
Point Break,Ericson Core,Color,114,Ray Winstone,English,USA,2015
Son of the Mask,Lawrence Guterman,Color,94,Jamie Kennedy,English,USA,2005
In the Heart of the Sea,Ron Howard,Color,122,Chris Hemsworth,English,USA,2015
The Adventures of Pluto Nash,Ron Underwood,Color,95,Rosario Dawson,English,USA,2002
Green Zone,Paul Greengrass,Color,115,Matt Damon,English,France,2010
The Peanuts Movie,Steve Martino,Color,88,Francesca Capaldi,English,USA,2015
The Spanish Prisoner,David Mamet,Color,110,Ben Gazzara,English,USA,1997
The Mummy Returns,Stephen Sommers,Color,130,Dwayne Johnson,English,USA,2001
Gangs of New York,Martin Scorsese,Color,216,Leonardo DiCaprio,English,USA,2002
The Flowers of War,Yimou Zhang,Color,146,Christian Bale,Mandarin,China,2011
Surf's Up,Ash Brannon,Color,85,Jeff Bridges,English,USA,2007
The Stepford Wives,Frank Oz,Color,93,Jon Lovitz,English,USA,2004
Black Hawk Down,Ridley Scott,Color,152,Ioan Gruffudd,English,USA,2001
The Campaign,Jay Roach,Color,85,Will Ferrell,English,USA,2012
The Fifth Element,Luc Besson,Color,126,Milla Jovovich,English,France,1997
Sex and the City 2,Michael Patrick King,Color,146,Chris Noth,English,USA,2010
The Road to El Dorado,Bibo Bergeron,Color,89,Frank Welker,English,USA,2000
Ice Age: Continental Drift,Steve Martino,Color,88,Peter Dinklage,English,USA,2012
Cinderella,Kenneth Branagh,Color,105,Hayley Atwell,English,USA,2015
The Lovely Bones,Peter Jackson,Color,135,Michael Imperioli,English,USA,2009
Finding Nemo,Andrew Stanton,Color,100,Alexander Gould,English,USA,2003
The Lord of the Rings: The Return of the King,Peter Jackson,Color,192,Orlando Bloom,English,USA,2003
The Lord of the Rings: The Two Towers,Peter Jackson,Color,172,Christopher Lee,English,USA,2002
Seventh Son,Sergey Bodrov,Color,102,Jeff Bridges,English,USA,2014
Lara Croft: Tomb Raider,Simon West,Color,100,Angelina Jolie Pitt,English,USA,2001
Transcendence,Wally Pfister,Color,119,Johnny Depp,English,UK,2014
Jurassic Park III,Joe Johnston,Color,92,Michael Jeter,English,USA,2001
Rise of the Planet of the Apes,Rupert Wyatt,Color,105,James Franco,English,USA,2011
The Spiderwick Chronicles,Mark Waters,Color,107,Martin Short,English,USA,2008
A Good Day to Die Hard,John Moore,Color,101,Bruce Willis,English,USA,2013
The Alamo,John Lee Hancock,Color,137,Dennis Quaid,English,USA,2004
The Incredibles,Brad Bird,Color,115,Holly Hunter,English,USA,2004
Cutthroat Island,Renny Harlin,Color,124,Christopher Masterson,English,USA,1995
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,Color,118,Logan Lerman,English,UK,2010
Men in Black,Barry Sonnenfeld,Color,98,Will Smith,English,USA,1997
Toy Story 2,John Lasseter,Color,82,Tom Hanks,English,USA,1999
Unstoppable,Tony Scott,Color,98,Denzel Washington,English,USA,2010
Rush Hour 2,Brett Ratner,Color,90,Mei Melançon,English,USA,2001
What Lies Beneath,Robert Zemeckis,Color,130,Harrison Ford,English,USA,2000
Cloudy with a Chance of Meatballs,Phil Lord,Color,90,Will Forte,English,USA,2009
Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,Color,94,Denis Leary,English,USA,2009
The Secret Life of Walter Mitty,Ben Stiller,Color,114,Adam Scott,English,USA,2013
Charlie's Angels,McG,Color,94,Bill Murray,English,USA,2000
The Departed,Martin Scorsese,Color,151,Leonardo DiCaprio,English,USA,2006
Mulan,Tony Bancroft,Color,88,Ming-Na Wen,English,USA,1998
Tropic Thunder,Ben Stiller,Color,121,Robert Downey Jr.,English,USA,2008
The Girl with the Dragon Tattoo,David Fincher,Color,158,Robin Wright,English,USA,2011
Die Hard with a Vengeance,John McTiernan,Color,128,Bruce Willis,English,USA,1995
Sherlock Holmes,Guy Ritchie,Color,128,Robert Downey Jr.,English,USA,2009
Ben-Hur,Timur Bekmambetov,Color,141,Morgan Freeman,English,USA,2016
Atlantis: The Lost Empire,Gary Trousdale,Color,95,Leonard Nimoy,English,USA,2001
Alvin and the Chipmunks: The Road Chip,Walt Becker,Color,92,Bella Thorne,English,USA,2015
Valkyrie,Bryan Singer,Color,121,Tom Cruise,English,USA,2008
You Don't Mess with the Zohan,Dennis Dugan,Color,113,Adam Sandler,English,USA,2008
Pixels,Chris Columbus,Color,106,Peter Dinklage,English,USA,2015
A.I. Artificial Intelligence,Steven Spielberg,Color,146,Haley Joel Osment,English,USA,2001
The Haunted Mansion,Rob Minkoff,Color,88,Marsha Thomason,English,USA,2003
Contact,Robert Zemeckis,Color,150,Matthew McConaughey,English,USA,1997
Hollow Man,Paul Verhoeven,Color,119,Greg Grunberg,English,USA,2000
The Interpreter,Sydney Pollack,Color,128,Curtiss Cook,Aboriginal,UK,2005
Percy Jackson: Sea of Monsters,Thor Freudenthal,Color,106,Logan Lerman,English,USA,2013
Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,Color,117,Gerard Butler,English,USA,2003
Now You See Me 2,Jon M. Chu,Color,129,Daniel Radcliffe,English,USA,2016
The Saint,Phillip Noyce,Color,116,Alun Armstrong,English,USA,1997
Spy Game,Tony Scott,Color,114,Brad Pitt,English,Germany,2001
Mission to Mars,Brian De Palma,Color,114,Don Cheadle,English,USA,2000
Rio,Carlos Saldanha,Color,96,Anne Hathaway,English,USA,2011
Bicentennial Man,Chris Columbus,Color,132,Robin Williams,English,USA,1999
Volcano,Mick Jackson,Color,104,Don Cheadle,English,USA,1997
The Devil's Own,Alan J. Pakula,Color,111,Harrison Ford,English,USA,1997
K-19: The Widowmaker,Kathryn Bigelow,Color,138,Liam Neeson,English,UK,2002
Fantastic Four,Josh Trank,Color,100,Tim Blake Nelson,English,USA,2015
Conan the Barbarian,John Milius,Color,129,William Smith,English,USA,1982
Cinderella Man,Ron Howard,Color,144,Paddy Considine,English,USA,2005
The Nutcracker in 3D,Andrey Konchalovskiy,Color,110,Shirley Henderson,English,UK,2010
Seabiscuit,Gary Ross, Black and White,140,Jeff Bridges,English,USA,2003
Twister,Jan de Bont,Color,113,Philip Seymour Hoffman,English,USA,1996
The Fast and the Furious,Rob Cohen,Color,106,Paul Walker,English,USA,2001
Cast Away,Robert Zemeckis,Color,143,Tom Hanks,English,USA,2000
Happy Feet,George Miller,Color,108,Robin Williams,English,USA,2006
The Bourne Supremacy,Paul Greengrass,Color,108,Matt Damon,English,USA,2004
Air Force One,Wolfgang Petersen,Color,124,Harrison Ford,English,USA,1997
Ocean's Eleven,Steven Soderbergh,Color,116,Brad Pitt,English,USA,2001
The Three Musketeers,Paul W.S. Anderson,Color,110,Milla Jovovich,English,Germany,2011
Hotel Transylvania,Genndy Tartakovsky,Color,91,Steve Buscemi,English,USA,2012
Enchanted,Kevin Lima,Color,107,Jeff Bennett,English,USA,2007
Hannibal,,Color,44,Caroline Dhavernas,English,USA,
Safe House,Daniel Espinosa,Color,115,Denzel Washington,English,USA,2012
102 Dalmatians,Kevin Lima,Color,100,Ioan Gruffudd,English,USA,2000
Tower Heist,Brett Ratner,Color,104,Matthew Broderick,English,USA,2011
The Holiday,Nancy Meyers,Color,138,Kate Winslet,English,USA,2006
Enemy of the State,Tony Scott,Color,140,Will Smith,English,USA,1998
It's Complicated,Nancy Meyers,Color,120,Meryl Streep,English,USA,2009
Ocean's Thirteen,Steven Soderbergh,Color,122,Al Pacino,English,USA,2007
Open Season,Roger Allers,Color,83,Jon Favreau,English,USA,2006
Divergent,Neil Burger,Color,139,Kate Winslet,English,USA,2014
Enemy at the Gates,Jean-Jacques Annaud,Color,131,Bob Hoskins,English,USA,2001
The Rundown,Peter Berg,Color,104,Dwayne Johnson,English,USA,2003
Last Action Hero,John McTiernan,Color,130,F. Murray Abraham,English,USA,1993
Memoirs of a Geisha,Rob Marshall,Color,145,Li Gong,English,USA,2005
The Fast and the Furious: Tokyo Drift,Justin Lin,Color,104,Amber Stevens West,English,USA,2006
Arthur Christmas,Sarah Smith,Color,97,Jim Broadbent,English,UK,2011
Meet Joe Black,Martin Brest,Color,178,Anthony Hopkins,English,USA,1998
Collateral Damage,Andrew Davis,Color,108,Raymond Cruz,English,USA,2002
All That Jazz,Bob Fosse,Color,123,Roy Scheider,English,USA,1979
Mirror Mirror,Tarsem Singh,Color,106,Julia Roberts,English,USA,2012
Scott Pilgrim vs. the World,Edgar Wright,Color,112,Anna Kendrick,English,USA,2010
The Core,Jon Amiel,Color,135,Glenn Morshower,English,USA,2003
Nutty Professor II: The Klumps,Peter Segal,Color,109,Larry Miller,English,USA,2000
Scooby-Doo,Raja Gosnell,Color,86,Sarah Michelle Gellar,English,USA,2002
Dredd,Pete Travis,Color,95,Wood Harris,English,UK,2012
Click,Frank Coraci,Color,107,Adam Sandler,English,USA,2006
Creepshow,George A. Romero,Color,130,Ted Danson,English,USA,1982
Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,Color,82,Jack McBrayer,English,USA,2010
Jumper,Doug Liman,Color,88,Kristen Stewart,English,USA,2008
Hellboy II: The Golden Army,Guillermo del Toro,Color,120,Seth MacFarlane,English,USA,2008
Zodiac,David Fincher,Color,162,Robert Downey Jr.,English,USA,2007
The 6th Day,Roger Spottiswoode,Color,123,Robert Duvall,English,USA,2000
Bruce Almighty,Tom Shadyac,Color,101,Morgan Freeman,English,USA,2003
The Expendables,Sylvester Stallone,Color,113,Jason Statham,English,USA,2010
Mission: Impossible,Brian De Palma,Color,110,Tom Cruise,English,USA,1996
The Hunger Games,Gary Ross,Color,142,Jennifer Lawrence,English,USA,2012
The Hangover Part II,Todd Phillips,Color,102,Bradley Cooper,English,USA,2011
Batman Returns,Tim Burton,Color,126,Michael Gough,English,USA,1992
Over the Hedge,Tim Johnson,Color,83,Bruce Willis,English,USA,2006
Lilo & Stitch,Dean DeBlois,Color,85,Tia Carrere,English,USA,2002
Charlotte's Web,Gary Winick,Color,97,Steve Buscemi,English,USA,2006
Deep Impact,Mimi Leder,Color,120,Morgan Freeman,English,USA,1998
RED 2,Dean Parisot,Color,116,Bruce Willis,English,USA,2013
The Longest Yard,Peter Segal,Color,113,Adam Sandler,English,USA,2005
Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,Color,87,Amy Poehler,English,USA,2011
Grown Ups 2,Dennis Dugan,Color,101,Steve Buscemi,English,USA,2013
Get Smart,Peter Segal,Color,110,Bill Murray,English,USA,2008
Something's Gotta Give,Nancy Meyers,Color,128,Keanu Reeves,English,USA,2003
Shutter Island,Martin Scorsese,Color,138,Leonardo DiCaprio,English,USA,2010
Four Christmases,Seth Gordon,Color,88,Jon Favreau,English,Germany,2008
Robots,Chris Wedge,Color,91,Jim Broadbent,English,USA,2005
Face/Off,John Woo,Color,138,Nicolas Cage,English,USA,1997
Bedtime Stories,Adam Shankman,Color,99,Adam Sandler,English,USA,2008
Road to Perdition,Sam Mendes,Color,117,Tom Hanks,English,USA,2002
Just Go with It,Dennis Dugan,Color,117,Adam Sandler,English,USA,2011
Daredevil,,,54,Elden Henson,English,USA,
Con Air,Simon West,Color,123,Steve Buscemi,English,USA,1997
Eagle Eye,D.J. Caruso,Color,118,Rosario Dawson,English,USA,2008
Cold Mountain,Anthony Minghella,Color,154,Philip Seymour Hoffman,English,USA,2003
The Book of Eli,Albert Hughes,Color,118,Denzel Washington,English,USA,2010
Flubber,Les Mayfield,Color,90,Robin Williams,English,USA,1997
The Haunting,Jan de Bont,Color,113,Liam Neeson,English,USA,1999
Space Jam,Joe Pytka,Color,88,Bill Murray,English,USA,1996
The Pink Panther,Shawn Levy,Color,93,Roger Rees,English,USA,2006
The Day the Earth Stood Still,Scott Derrickson,
The Day the Earth Stood Still,Scott Derrickson,Color,104,Keanu Reeves,English,USA,2008
Conspiracy Theory,Richard Donner,Color,135,Julia Roberts,English,USA,1997
Fury,David Ayer,Color,134,Brad Pitt,English,USA,2014
Six Days Seven Nights,Ivan Reitman,Color,98,Harrison Ford,English,USA,1998
Yogi Bear,Eric Brevig,Color,80,Justin Timberlake,English,USA,2010
Spirit: Stallion of the Cimarron,Kelly Asbury,Color,83,Matt Damon,English,USA,2002
Zookeeper,Frank Coraci,Color,102,Rosario Dawson,English,USA,2011
Lost in Space,Stephen Hopkins,Color,130,Gary Oldman,English,USA,1998
The Manchurian Candidate,Jonathan Demme,Color,129,Denzel Washington,English,USA,2004
Déjà Vu,Henry Jaglom,Color,117,Vanessa Redgrave,English,USA,1997
Hotel Transylvania 2,Genndy Tartakovsky,Color,89,Steve Buscemi,English,USA,2015
Bewitched,, Black and White,25,Elizabeth Montgomery,English,USA,
Fantasia 2000,James Algar,Color,74,Quincy Jones,English,USA,1999
The Time Machine,Simon Wells,Color,96,Mark Addy,English,USA,2002
Mighty Joe Young,Ron Underwood,Color,114,Charlize Theron,English,USA,1998
Swordfish,Dominic Sena,Color,99,Hugh Jackman,English,USA,2001
The Legend of Zorro,Martin Campbell,Color,129,Michael Emerson,Spanish,USA,2005
What Dreams May Come,Vincent Ward,Color,113,Robin Williams,English,USA,1998
Little Nicky,Steven Brill,Color,90,Adam Sandler,English,USA,2000
The Brothers Grimm,Terry Gilliam,Color,118,Matt Damon,English,USA,2005
Mars Attacks!,Tim Burton,Color,106,Natalie Portman,English,USA,1996
Evolution,Lucile Hadzihalilovic,Color,81,Nissim Renard,French,France,2015
The Edge,Lee Tamahori,Color,117,Anthony Hopkins,English,USA,1997
Surrogates,Jonathan Mostow,Color,89,Bruce Willis,English,USA,2009
Thirteen Days,Roger Donaldson,Color,145,Bruce Greenwood,English,USA,2000
Daylight,Rob Cohen,Color,114,Sylvester Stallone,English,USA,1996
Walking with Dinosaurs 3D,Barry Cook,Color,87,Charlie Rowe,English,USA,2013
Battlefield Earth,Roger Christian,Color,119,Richard Tyson,English,USA,2000
Looney Tunes: Back in Action,Joe Dante,Color,91,Brendan Fraser,English,Germany,2003
Nine,Rob Marshall, Black and White,118,Fergie,English,USA,2009
Timeline,Richard Donner,Color,116,Paul Walker,English,USA,2003
The Postman,Kevin Costner,Color,177,Olivia Williams,English,USA,1997
Babe: Pig in the City,George Miller,Color,97,Adam Goldberg,English,Australia,1998
The Last Witch Hunter,Breck Eisner,Color,106,Vin Diesel,English,USA,2015
Red Planet,Antony Hoffman,Color,106,Bob Neill,English,USA,2000
Arthur and the Invisibles,Luc Besson,Color,94,Mia Farrow,English,France,2006
Oceans,Jacques Perrin,Color,104,Pedro Armendáriz Jr.,French,France,2009
A Sound of Thunder,Peter Hyams,Color,102,David Oyelowo,English,UK,2005
Pompeii,Paul W.S. Anderson,Color,105,Sasha Roiz,English,Canada,2014
Top Cat Begins,Andrés Couturier,Color,89,Sariann Monaco,Spanish,Mexico,2015
A Beautiful Mind,Ron Howard,Color,135,Adam Goldberg,English,USA,2001
The Lion King,Roger Allers,Color,73,Matthew Broderick,English,USA,1994
Journey 2: The Mysterious Island,Brad Peyton,Color,94,Josh Hutcherson,English,USA,2012
Cloudy with a Chance of Meatballs 2,Cody Cameron,Color,95,Will Forte,English,USA,2013
Red Dragon,Brett Ratner,Color,124,Philip Seymour Hoffman,English,Germany,2002
Hidalgo,Joe Johnston,Color,136,J.K. Simmons,English,USA,2004
Jack and Jill,Dennis Dugan,Color,91,Al Pacino,English,USA,2011
2 Fast 2 Furious,John Singleton,Color,107,Paul Walker,English,USA,2003
The Little Prince,Mark Osborne,Color,108,Jeff Bridges,English,France,2015
The Invasion,Oliver Hirschbiegel,Color,99,Roger Rees,English,USA,2007
The Adventures of Rocky & Bullwinkle,Des McAnuff,Color,92,Robert De Niro,English,USA,2000
The Secret Life of Pets,Yarrow Cheney,Color,87,Steve Coogan,English,Japan,2016
The League of Extraordinary Gentlemen,Stephen Norrington, Black and White,110,Jason Flemyng,English,USA,2003
Despicable Me 2,Pierre Coffin,Color,98,Steve Carell,English,USA,2013
Independence Day,Roland Emmerich,Color,154,Will Smith,English,USA,1996
The Lost World: Jurassic Park,Steven Spielberg,Color,129,Ariana Richards,English,USA,1997
Madagascar,Eric Darnell,Color,86,Jada Pinkett Smith,English,USA,2005
Children of Men,Alfonso Cuarón,Color,109,Charlie Hunnam,English,USA,2006
X-Men,Bryan Singer,Color,104,Hugh Jackman,English,USA,2000
Wanted,Timur Bekmambetov,Color,110,Angelina Jolie Pitt,English,USA,2008
The Rock,Michael Bay,Color,136,Nicolas Cage,English,USA,1996
Ice Age: The Meltdown,Carlos Saldanha,Color,115,Denis Leary,English,USA,2006
50 First Dates,Peter Segal,Color,99,Adam Sandler,English,USA,2004
Hairspray,Adam Shankman,Color,117,Jerry Stiller,English,USA,2007
Exorcist: The Beginning,Renny Harlin,Color,125,James D'Arcy,English,USA,2004
Inspector Gadget,David Kellogg,Color,110,Matthew Broderick,English,USA,1999
Now You See Me,Louis Leterrier,Color,125,Morgan Freeman,English,USA,2013
Grown Ups,Dennis Dugan,Color,102,Steve Buscemi,English,USA,2010
The Terminal,Steven Spielberg,Color,128,Tom Hanks,English,USA,2004
Constantine,,Color,43,Harold Perrineau,English,USA,
Hotel for Dogs,Thor Freudenthal,Color,100,Don Cheadle,English,USA,2009
Vertical Limit,Martin Campbell,Color,124,Nicholas Lea,English,USA,2000
Charlie Wilson's War,Mike Nichols,Color,102,Philip Seymour Hoffman,English,USA,2007
Shark Tale,Bibo Bergeron,Color,90,Robert De Niro,English,USA,2004
Dreamgirls,Bill Condon,Color,130,Loretta Devine,English,USA,2006
Life,,Color,45,Adam Arkin,English,USA,
Be Cool,F. Gary Gray,Color,118,Dwayne Johnson,English,USA,2005
Munich,Steven Spielberg,Color,163,Ayelet Zurer,English,France,2005
Tears of the Sun,Antoine Fuqua,Color,142,Bruce Willis,English,USA,2003
Killers,Robert Luketic,Color,100,Tom Selleck,English,USA,2010
The Man from U.N.C.L.E.,Guy Ritchie,Color,116,Henry Cavill,English,USA,2015
